amount,avg_amount,max_amount,amount_ratio,amount_std,amount_zscore,is_new_location,is_new_device,impossible_travel,transactions_last_10min,transactions_last_1hr,transactions_last_24hr,transactions_last_7d,amount_last_1hr,amount_last_24hr,unique_merchants_last_24hr,num_unique_devices_30d,device_first_seen_days,is_unknown_device_type,is_high_risk_merchant,merchant_fraud_rate,amount_vs_merchant_avg,merchant_category_risk,is_high_risk_location,hour_of_day,is_night,is_weekend,day_of_week,time_since_last_txn_hours,is_round_amount,is_fraud
3973.66,8912.33,112084.0,0.45,23646.86,-0.21,0,0,1,21,21,21,21,187158.99,187158.99,12,2,0,0,0,0.0,1.52,0.1,0,18,0,1,6,0.0,0,False
1014.63,915.83,1238.39,1.11,180.3,0.55,0,0,0,18,18,18,18,16484.87,16484.87,8,1,0,0,0,0.0,0.41,0.1,0,18,0,1,6,0.0,0,False
860.79,1682.07,20300.0,0.51,4062.79,-0.2,0,0,0,23,23,23,23,38687.51,38687.51,11,2,0,0,0,0.0,0.35,0.1,0,18,0,1,6,0.0,0,False
2208.24,1838.34,2419.62,1.2,420.83,0.88,0,0,0,21,21,21,21,38605.1,38605.1,11,1,0,0,0,0.0,0.86,0.1,0,18,0,1,6,0.0,0,False
2155.76,2804.34,3738.72,0.77,532.14,-1.22,0,0,0,26,26,26,26,72912.73,72912.73,12,1,0,0,0,0.0,0.93,0.1,0,18,0,1,6,0.0,0,False
3910.37,24779.05,169972.0,0.16,49452.8,-0.42,0,0,0,23,23,23,23,569918.08,569918.08,12,5,0,0,0,0.0,1.56,0.1,0,18,0,1,6,0.0,0,False
524.37,539.42,697.62,0.97,81.33,-0.19,0,0,0,21,21,21,21,11327.81,11327.81,11,1,0,0,0,0.0,0.22,0.1,0,18,0,1,6,0.0,0,False
1808.97,9288.1,140200.0,0.19,30000.38,-0.25,0,0,0,21,21,21,21,195050.2,195050.2,11,2,0,0,0,0.0,0.72,0.1,0,18,0,1,6,0.0,0,False
3507.48,23909.52,169972.0,0.15,48553.02,-0.42,0,0,0,24,24,24,24,573828.45,573828.45,12,5,0,0,0,0.0,1.47,0.1,0,18,0,1,6,0.0,0,False
1995.21,5966.08,74976.0,0.33,15817.61,-0.25,0,0,0,21,21,21,21,125287.78,125287.78,12,2,0,0,0,0.0,0.83,0.1,0,18,0,1,6,0.0,0,False
620.03,1647.85,20300.0,0.38,3977.02,-0.26,0,0,0,24,24,24,24,39548.3,39548.3,12,2,0,0,0,0.0,0.25,0.1,0,18,0,1,6,0.0,0,False
1281.31,6498.33,46472.0,0.2,13511.47,-0.39,0,0,0,22,22,22,22,142963.3,142963.3,16,4,0,0,0,0.0,0.49,0.1,0,18,0,1,6,0.0,0,False
1395.09,7281.84,66708.0,0.19,16912.64,-0.35,0,0,0,20,20,20,20,145636.88,145636.88,13,3,0,0,0,0.0,0.55,0.1,0,18,0,1,6,0.0,0,False
684.55,3373.25,36256.0,0.2,8847.42,-0.3,0,0,0,25,25,25,25,84331.19,84331.19,15,3,0,0,0,0.0,0.26,0.1,0,18,0,1,6,0.0,0,False
2300.41,8632.68,57336.0,0.27,17891.82,-0.35,0,0,0,17,17,17,17,146755.57,146755.57,13,3,0,0,0,0.0,0.9,0.3,0,18,0,1,6,0.0,0,False
1242.88,5063.91,43840.0,0.25,12041.75,-0.32,0,0,1,19,19,19,19,96214.28,96214.28,12,3,0,0,0,0.0,0.49,0.1,0,18,0,1,6,0.0,0,False
3268.67,8687.85,112084.0,0.38,23100.98,-0.23,0,0,0,22,22,22,22,191132.65,191132.65,12,2,0,0,0,0.0,1.43,0.1,0,18,0,1,6,0.0,0,False
4795.82,4175.67,5692.61,1.15,833.72,0.74,0,0,0,17,17,17,17,70986.37,70986.37,9,1,0,0,0,0.0,1.91,0.5,0,18,0,1,6,0.0,0,False
3415.38,25512.1,189450.0,0.13,58499.53,-0.38,0,0,0,16,16,16,16,408193.53,408193.53,11,3,0,0,0,0.0,1.36,0.1,0,18,0,1,6,0.0,0,False
1241.47,2144.5,3209.26,0.58,445.49,-2.03,0,0,0,25,25,25,25,53612.38,53612.38,9,1,0,0,0,0.0,0.53,0.1,0,18,0,1,6,0.0,0,False
4994.11,15031.99,173016.0,0.33,38356.46,-0.26,0,0,0,26,26,26,26,390831.7,390831.7,13,3,0,0,0,0.0,2.06,0.1,0,18,0,1,6,0.0,0,False
2942.13,2698.21,3983.24,1.09,586.09,0.42,0,0,0,21,21,21,21,56662.42,56662.42,11,1,0,0,0,0.0,1.17,0.1,0,18,0,1,6,0.0,0,False
1702.49,8836.29,82173.0,0.19,22533.16,-0.32,0,0,0,22,22,22,22,194398.46,194398.46,12,3,0,0,0,0.0,0.73,0.1,0,18,0,1,6,0.0,0,False
510.1,496.32,661.1,1.03,104.04,0.13,0,0,0,22,22,22,22,10918.99,10918.99,11,1,0,0,0,0.0,0.21,0.1,0,18,0,1,6,0.0,0,False
3226.73,3936.17,5223.59,0.82,757.14,-0.94,0,0,0,25,25,25,25,98404.14,98404.14,13,1,0,0,0,0.0,1.24,0.1,0,18,0,1,6,0.0,0,False
992.6,921.03,1238.39,1.08,176.68,0.41,0,0,0,19,19,19,19,17499.5,17499.5,9,1,0,0,0,0.0,0.39,0.1,0,18,0,1,6,0.0,0,False
3939.98,16593.96,216084.0,0.24,49797.05,-0.25,0,0,0,18,18,18,18,298691.25,298691.25,12,2,0,0,0,0.0,1.57,0.1,0,18,0,1,6,0.0,0,False
1560.98,4007.69,48212.0,0.39,11034.38,-0.22,0,0,1,18,18,18,18,72138.46,72138.46,11,2,0,0,0,0.0,0.68,0.1,0,18,0,1,6,0.0,0,False
3505.28,8407.13,112890.0,0.42,22264.28,-0.22,0,0,0,24,24,24,24,201771.02,201771.02,13,2,0,0,0,0.0,1.42,0.1,0,18,0,1,6,0.0,0,False
2339.35,8220.57,105412.0,0.28,24258.19,-0.24,0,0,0,18,18,18,18,147970.29,147970.29,11,2,0,0,0,0.0,0.93,0.1,0,18,0,1,6,0.0,0,False
3161.19,7911.03,105412.0,0.4,23613.31,-0.2,0,0,0,19,19,19,19,150309.64,150309.64,12,2,0,0,0,0.0,1.36,0.1,0,18,0,1,6,0.0,0,False
838.85,3878.92,48212.0,0.22,10738.17,-0.28,0,0,0,19,19,19,19,73699.44,73699.44,12,2,0,0,0,0.0,0.35,0.1,0,18,0,1,6,0.0,0,False
3046.39,8280.89,57336.0,0.37,17421.67,-0.3,0,0,0,18,18,18,18,149055.98,149055.98,13,3,0,0,0,0.0,1.22,0.1,0,18,0,1,6,0.0,0,False
1713.91,2439.85,3299.55,0.7,566.17,-1.28,0,0,0,17,17,17,17,41477.53,41477.53,11,1,0,0,0,0.0,0.71,0.1,0,18,0,1,6,0.0,0,False
4540.94,9535.04,94198.0,0.48,23431.48,-0.21,0,0,0,15,15,15,15,143025.67,143025.67,9,2,0,0,0,0.0,1.86,0.1,0,18,0,1,6,0.0,0,False
1109.22,6271.5,46472.0,0.18,13245.56,-0.39,0,0,0,23,23,23,23,144244.61,144244.61,16,4,0,0,0,0.0,0.44,0.1,0,18,0,1,6,0.0,0,False
9936.0,930.14,11232.0,10.68,2362.2,3.81,1,1,1,21,21,21,21,19532.97,19532.97,14,2,0,1,1,1.0,0.11,1.0,1,18,0,1,6,0.0,0,True
3323.29,4076.31,5489.74,0.82,718.11,-1.05,0,0,0,20,20,20,20,81526.26,81526.26,11,1,0,0,0,0.0,1.37,0.1,0,18,0,1,6,0.0,0,False
130.97,456.84,7708.0,0.29,1449.43,-0.22,0,0,0,27,27,27,27,12334.63,12334.63,13,2,0,0,0,0.0,0.05,0.1,0,18,0,1,6,0.0,0,False
2690.7,7594.29,63528.0,0.35,17628.89,-0.28,0,0,0,12,12,12,12,91131.54,91131.54,9,2,0,0,0,0.0,1.11,0.1,0,18,0,1,6,0.0,0,False
342.73,280.55,355.34,1.22,57.53,1.08,0,0,0,16,16,16,16,4488.86,4488.86,10,1,0,0,0,0.0,0.14,0.1,0,18,0,1,6,0.0,0,False
5344.2,24212.29,189450.0,0.22,56894.89,-0.33,0,0,0,17,17,17,17,411608.91,411608.91,11,3,0,0,0,0.0,2.19,0.1,0,18,0,1,6,0.0,0,False
3626.38,4870.67,7348.74,0.74,1112.17,-1.12,0,0,0,10,10,10,10,48706.69,48706.69,7,1,0,0,0,0.0,1.45,0.1,0,18,0,1,6,0.0,0,False
663.67,2109.49,29295.0,0.31,6584.33,-0.22,0,0,0,19,19,19,19,40080.38,40080.38,12,2,0,0,0,0.0,0.26,0.3,0,18,0,1,6,0.0,0,False
2099.54,9581.62,106784.0,0.22,27978.21,-0.27,0,0,0,14,14,14,14,134142.68,134142.68,12,2,0,0,0,0.0,0.86,0.1,0,18,0,1,6,0.0,0,False
4121.65,3982.51,5353.24,1.03,647.04,0.22,0,0,0,14,14,14,14,55755.09,55755.09,8,1,0,0,0,0.0,1.64,0.1,0,18,0,1,6,0.0,0,False
2653.21,8948.14,140200.0,0.3,29320.77,-0.21,0,0,0,22,22,22,22,196859.17,196859.17,11,2,0,0,0,0.0,1.05,0.1,0,18,0,1,6,0.0,0,False
3095.74,3805.85,4977.74,0.81,893.4,-0.79,0,0,0,18,18,18,18,68505.33,68505.33,11,1,0,0,0,0.0,1.27,0.1,0,18,0,1,6,0.0,0,False
2837.32,12676.41,122544.0,0.22,33336.27,-0.3,0,0,0,24,24,24,24,304233.81,304233.81,12,3,0,0,0,0.0,1.11,0.1,0,18,0,1,6,0.0,0,False
3571.37,2399.52,3299.55,1.49,575.3,2.04,0,0,0,18,18,18,18,43191.44,43191.44,11,1,0,0,0,0.0,1.54,0.1,0,18,0,1,6,0.0,0,False
3226.93,38694.53,217050.0,0.08,71112.89,-0.5,0,0,0,20,20,20,20,773890.63,773890.63,13,5,0,0,0,0.0,1.29,0.5,0,18,0,1,6,0.0,0,False
3743.02,8211.05,112890.0,0.46,21817.54,-0.2,0,0,0,25,25,25,25,205276.3,205276.3,13,2,0,0,0,0.0,1.61,0.1,0,18,0,1,6,0.0,0,False
3778.87,13473.65,168511.0,0.28,36438.51,-0.27,0,0,0,23,23,23,23,309893.86,309893.86,13,3,0,0,0,0.0,1.47,0.3,0,18,0,1,6,0.0,0,False
269.3,284.21,355.34,0.95,57.71,-0.26,0,0,0,17,17,17,17,4831.59,4831.59,11,1,0,0,0,0.0,0.11,0.1,0,18,0,1,6,0.0,0,False
4341.71,10242.75,138849.0,0.42,28042.91,-0.21,0,0,0,23,23,23,23,235583.29,235583.29,11,2,0,0,0,0.0,1.73,0.1,0,18,0,1,6,0.0,0,False
2182.05,5785.59,74976.0,0.38,15459.6,-0.23,0,0,0,22,22,22,22,127282.99,127282.99,12,2,0,0,0,0.0,0.84,0.3,0,18,0,1,6,0.0,0,False
2470.54,2109.76,3209.26,1.17,471.05,0.77,0,0,0,26,26,26,26,54853.85,54853.85,10,1,0,0,0,0.0,0.95,0.1,0,18,0,1,6,0.0,0,False
1366.84,3726.91,48212.0,0.37,10473.85,-0.23,0,0,0,20,20,20,20,74538.29,74538.29,12,2,0,0,0,0.0,0.58,0.1,0,18,0,1,6,0.0,0,False
5158.44,28254.28,177723.0,0.18,55229.77,-0.42,0,0,0,22,22,22,22,621594.19,621594.19,13,5,0,0,0,0.0,2.12,0.1,0,18,0,1,6,0.0,0,False
4115.05,23093.44,169972.0,0.18,47705.56,-0.4,0,0,0,25,25,25,25,577335.93,577335.93,12,5,0,0,0,0.0,1.72,0.1,0,18,0,1,6,0.0,0,False
2042.76,8009.52,63640.0,0.26,18094.5,-0.33,0,0,0,26,26,26,26,208247.64,208247.64,16,4,0,0,0,0.0,0.88,0.1,0,18,0,1,6,0.0,0,False
3125.2,24079.37,174276.0,0.13,52234.79,-0.4,0,0,0,20,20,20,20,481587.38,481587.38,13,4,0,0,0,0.0,1.29,0.1,0,18,0,1,6,0.0,0,False
2254.98,2123.13,3209.26,1.06,467.09,0.28,0,0,0,27,27,27,27,57324.39,57324.39,11,1,0,0,0,0.0,0.92,0.1,0,18,0,1,6,0.0,0,False
3714.05,3908.88,5223.59,0.95,754.78,-0.26,0,0,0,26,26,26,26,101630.87,101630.87,14,1,0,0,0,0.0,1.43,0.1,0,18,0,1,6,0.0,0,False
1265.91,3349.05,39534.0,0.38,9034.69,-0.23,0,0,1,18,18,18,18,60282.9,60282.9,14,2,0,0,0,0.0,0.5,0.1,0,18,0,1,6,0.0,0,False
1065.74,8007.95,70756.0,0.13,20030.46,-0.35,0,0,0,20,20,20,20,160158.95,160158.95,12,3,0,0,0,0.0,0.41,0.3,0,18,0,1,6,0.0,0,False
1926.88,7788.53,63640.0,0.25,17780.24,-0.33,0,0,0,27,27,27,27,210290.4,210290.4,16,4,0,0,0,0.0,0.79,0.1,0,18,0,1,6,0.0,0,False
2079.63,2302.62,3502.84,0.9,489.24,-0.46,0,0,0,27,27,27,27,62170.87,62170.87,13,1,0,0,0,0.0,0.82,0.3,0,18,0,1,6,0.0,0,False
2862.47,8674.45,140200.0,0.33,28676.69,-0.2,0,0,0,23,23,23,23,199512.38,199512.38,11,2,0,0,0,0.0,1.14,0.1,0,18,0,1,6,0.0,0,False
1877.46,7579.19,63640.0,0.25,17483.0,-0.33,0,0,0,28,28,28,28,212217.28,212217.28,16,4,0,0,0,0.0,0.77,0.1,0,18,0,1,6,0.0,0,False
224.45,283.38,355.34,0.79,56.09,-1.05,0,0,0,18,18,18,18,5100.89,5100.89,12,1,0,0,0,0.0,0.09,0.1,0,18,0,1,6,0.0,0,False
474.68,1487.45,28910.0,0.32,5005.4,-0.2,0,0,0,32,32,32,32,47598.39,47598.39,13,2,0,0,0,0.0,0.19,0.1,0,18,0,1,6,0.0,0,False
1086.03,1080.55,1491.38,1.01,200.17,0.03,0,0,0,30,30,30,30,32416.51,32416.51,14,1,0,0,0,0.0,0.43,0.1,0,18,0,1,6,0.0,0,False
3521.86,14660.22,173016.0,0.24,37661.18,-0.3,0,0,0,27,27,27,27,395825.81,395825.81,13,3,0,0,0,0.0,1.38,0.3,0,18,0,1,6,0.0,0,False
1683.4,7001.52,66708.0,0.24,16534.37,-0.32,0,0,0,21,21,21,21,147031.97,147031.97,13,3,0,0,0,0.0,0.66,0.1,0,18,0,1,6,0.0,0,False
2435.3,8432.29,140200.0,0.29,28071.44,-0.21,0,0,0,24,24,24,24,202374.85,202374.85,11,2,0,0,0,0.0,1.05,0.1,0,18,0,1,6,0.0,0,False
956.14,2973.86,32490.0,0.32,7607.92,-0.27,0,0,0,17,17,17,17,50555.64,50555.64,11,2,0,0,0,0.0,0.38,0.3,0,18,0,1,6,0.0,0,False
2170.55,1882.9,2405.13,1.15,294.65,0.98,0,0,0,15,15,15,15,28243.52,28243.52,8,1,0,0,0,0.0,0.85,0.1,0,18,0,1,6,0.0,0,False
1317.76,7021.54,85544.0,0.19,19598.37,-0.29,0,0,0,18,18,18,18,126387.78,126387.78,9,2,0,0,0,0.0,0.54,0.1,0,18,0,1,6,0.0,0,False
6228.47,14262.42,173016.0,0.44,37017.07,-0.22,0,0,0,28,28,28,28,399347.67,399347.67,13,3,0,0,0,0.0,2.43,0.3,0,18,0,1,6,0.0,0,False
2502.98,2461.2,3571.37,1.02,620.37,0.07,0,0,0,19,19,19,19,46762.81,46762.81,12,1,0,0,0,0.0,1.0,0.5,0,18,0,1,6,0.0,0,False
1703.63,8526.13,82173.0,0.2,22065.28,-0.31,0,0,0,23,23,23,23,196100.95,196100.95,12,3,0,0,0,0.0,0.73,0.1,0,18,0,1,6,0.0,0,False
2193.57,9368.67,85404.0,0.23,22419.25,-0.32,0,0,0,23,23,23,23,215479.49,215479.49,12,3,0,0,0,0.0,0.9,0.1,0,18,0,1,6,0.0,0,False
713.19,852.52,1103.44,0.84,164.87,-0.85,0,0,0,17,17,17,17,14492.92,14492.92,10,1,0,0,0,0.0,0.28,0.1,0,18,0,1,6,0.0,0,False
1989.04,13069.7,168511.0,0.15,35692.47,-0.31,0,0,0,24,24,24,24,313672.73,313672.73,13,3,0,0,0,0.0,0.77,0.3,0,18,0,1,6,0.0,0,False
207.75,445.2,7708.0,0.47,1423.67,-0.17,0,0,0,28,28,28,28,12465.6,12465.6,14,2,0,0,0,0.0,0.08,0.1,0,18,0,1,6,0.0,0,False
1488.47,4479.58,67166.0,0.33,14003.62,-0.21,0,0,0,22,22,22,22,98550.82,98550.82,13,2,0,0,0,0.0,0.61,0.1,0,18,0,1,6,0.0,0,False
3164.27,7444.24,109368.0,0.43,21716.53,-0.2,0,0,0,24,24,24,24,178661.65,178661.65,12,2,0,0,0,0.0,1.28,0.1,0,18,0,1,6,0.0,0,False
1081.81,3284.52,43840.0,0.33,9823.1,-0.22,0,0,0,19,19,19,19,62405.96,62405.96,10,2,0,0,0,0.0,0.44,0.1,0,18,0,1,6,0.0,0,False
1675.11,9069.71,85404.0,0.18,21975.32,-0.34,0,0,0,24,24,24,24,217673.06,217673.06,12,3,0,0,0,0.0,0.66,0.3,0,18,0,1,6,0.0,0,False
2623.33,5598.67,87986.0,0.47,17168.61,-0.17,0,0,0,25,25,25,25,139966.81,139966.81,12,2,0,0,0,0.0,1.03,0.3,0,18,0,1,6,0.0,0,False
784.37,3622.58,46950.0,0.22,9995.65,-0.28,0,0,0,24,24,24,24,86941.92,86941.92,14,3,0,0,0,0.0,0.32,0.1,0,18,0,1,6,0.0,0,False
4686.16,8039.2,112890.0,0.58,21394.69,-0.16,0,0,0,26,26,26,26,209019.32,209019.32,13,2,0,0,0,0.0,2.02,0.1,0,18,0,1,6,0.0,0,False
2588.15,23164.06,189450.0,0.11,55375.02,-0.37,0,0,0,18,18,18,18,416953.11,416953.11,11,3,0,0,0,0.0,1.03,0.1,0,18,0,1,6,0.0,0,False
605.22,1860.01,28786.0,0.33,5493.84,-0.23,0,0,0,26,26,26,26,48360.14,48360.14,14,2,0,0,0,0.0,0.25,0.1,0,18,0,1,6,0.0,0,False
2130.36,8005.39,57336.0,0.27,16973.35,-0.35,0,0,0,19,19,19,19,152102.37,152102.37,13,3,0,0,0,0.0,0.84,0.3,0,18,0,1,6,0.0,0,False
2628.19,2596.21,3708.69,1.01,469.93,0.07,0,0,0,29,29,29,29,75290.13,75290.13,12,1,0,0,0,0.0,1.02,0.3,0,18,0,1,6,0.0,0,False
4779.72,8452.23,112084.0,0.57,22598.12,-0.16,0,0,0,23,23,23,23,194401.32,194401.32,13,2,0,0,0,0.0,1.84,0.1,0,18,0,1,6,0.0,0,False
1731.22,1718.22,2617.25,1.01,414.52,0.03,0,0,0,30,30,30,30,51546.5,51546.5,11,1,0,0,0,0.0,0.68,0.1,0,18,0,1,6,0.0,0,False
4507.1,18171.35,131040.0,0.25,37660.95,-0.36,0,0,0,15,15,15,15,272570.25,272570.25,9,3,0,0,0,0.0,1.77,0.3,0,18,0,1,6,0.0,0,False
3857.05,27250.11,177723.0,0.14,54174.43,-0.43,0,0,0,23,23,23,23,626752.63,626752.63,14,5,0,0,0,0.0,1.54,0.1,0,18,0,1,6,0.0,0,False
2081.64,2294.66,3502.84,0.91,481.94,-0.44,0,0,0,28,28,28,28,64250.5,64250.5,13,1,0,0,0,0.0,0.85,0.1,0,18,0,1,6,0.0,0,False
2743.15,9082.81,106784.0,0.3,27029.6,-0.23,0,0,0,15,15,15,15,136242.22,136242.22,12,2,0,0,0,0.0,1.13,0.1,0,18,0,1,6,0.0,0,False
3743.29,26275.4,177723.0,0.14,53198.37,-0.42,0,0,0,24,24,24,24,630609.68,630609.68,14,5,0,0,0,0.0,1.64,0.1,0,18,0,1,6,0.0,0,False
3584.82,11539.08,92940.0,0.31,25324.48,-0.31,0,0,0,20,20,20,20,230781.61,230781.61,11,3,0,0,0,0.0,1.43,0.1,0,18,0,1,6,0.0,0,False
1155.75,6056.41,46472.0,0.19,12997.2,-0.38,0,0,0,24,24,24,24,145353.83,145353.83,16,4,0,0,0,0.0,0.51,0.1,0,18,0,1,6,0.0,0,False
4532.14,3901.66,5223.59,1.16,741.07,0.85,0,0,0,27,27,27,27,105344.92,105344.92,14,1,0,0,0,0.0,1.8,0.1,0,18,0,1,6,0.0,0,False
3085.11,7673.54,105412.0,0.4,23008.03,-0.2,0,0,0,20,20,20,20,153470.83,153470.83,12,2,0,0,0,0.0,1.23,0.1,0,18,0,1,6,0.0,0,False
158.81,437.01,7708.0,0.36,1398.71,-0.2,0,0,0,29,29,29,29,12673.35,12673.35,14,2,0,0,0,0.0,0.06,0.1,0,18,0,1,6,0.0,0,False
3615.06,12626.47,168511.0,0.29,35011.17,-0.26,0,0,0,25,25,25,25,315661.77,315661.77,13,3,0,0,0,0.0,1.49,0.1,0,18,0,1,6,0.0,0,False
2005.09,2294.97,2873.84,0.87,307.82,-0.94,0,0,0,20,20,20,20,45899.46,45899.46,11,1,0,0,0,0.0,0.83,0.1,0,18,0,1,6,0.0,0,False
3141.09,3978.7,4978.9,0.79,684.5,-1.22,0,0,0,25,25,25,25,99467.44,99467.44,11,1,0,0,0,0.0,1.23,0.1,0,18,0,1,6,0.0,0,False
3605.09,3991.78,5353.24,0.9,624.54,-0.62,0,0,0,15,15,15,15,59876.74,59876.74,9,1,0,0,0,0.0,1.38,0.1,0,18,0,1,6,0.0,0,False
3067.15,10200.14,171696.0,0.3,33649.52,-0.21,0,0,0,25,25,25,25,255003.46,255003.46,11,2,0,0,0,0.0,1.23,0.1,0,18,0,1,6,0.0,0,False
1295.15,1718.64,2617.25,0.75,407.56,-1.04,0,0,0,31,31,31,31,53277.72,53277.72,11,1,0,0,0,0.0,0.51,0.1,0,18,0,1,6,0.0,0,False
27993.0,2037.2,29295.0,13.74,6416.87,4.04,0,1,1,20,20,20,20,40744.05,40744.05,13,2,0,1,1,1.0,0.32,1.0,1,18,0,1,6,0.0,0,True
4058.27,12279.88,168511.0,0.33,34349.3,-0.24,0,0,0,26,26,26,26,319276.83,319276.83,13,3,0,0,0,0.0,1.59,0.3,0,18,0,1,6,0.0,0,False
997.49,1606.73,20300.0,0.62,3898.71,-0.16,0,0,0,25,25,25,25,40168.33,40168.33,12,2,0,0,0,0.0,0.4,0.1,0,18,0,1,6,0.0,0,False
995.39,1583.3,20300.0,0.63,3821.8,-0.15,0,0,0,26,26,26,26,41165.82,41165.82,13,2,0,0,0,0.0,0.44,0.1,0,18,0,1,6,0.0,0,False
684.79,3001.53,31062.0,0.23,7765.44,-0.3,0,0,0,15,15,15,15,45022.94,45022.94,8,2,0,0,0,0.0,0.27,0.1,0,18,0,1,6,0.0,0,False
2586.19,9394.21,99603.0,0.28,22303.65,-0.31,0,0,0,26,26,26,26,244249.36,244249.36,14,3,0,0,0,0.0,1.03,0.1,0,18,0,1,6,0.0,0,False
338.4,496.92,661.1,0.68,101.69,-1.56,0,0,0,23,23,23,23,11429.09,11429.09,11,1,0,0,0,0.0,0.14,0.1,0,18,0,1,6,0.0,0,False
4141.48,7915.02,112890.0,0.52,20989.14,-0.18,0,0,0,27,27,27,27,213705.48,213705.48,13,2,0,0,0,0.0,1.61,0.3,0,18,0,1,6,0.0,0,False
2437.08,2127.83,3209.26,1.15,459.03,0.67,0,0,0,28,28,28,28,59579.37,59579.37,11,1,0,0,0,0.0,0.95,0.1,0,18,0,1,6,0.0,0,False
1511.02,10718.98,63536.0,0.14,21396.33,-0.43,0,0,0,24,24,24,24,257255.59,257255.59,12,5,0,0,0,0.0,0.62,0.1,0,18,0,1,6,0.0,0,False
4052.46,25374.12,177723.0,0.16,52272.89,-0.41,0,0,0,25,25,25,25,634352.97,634352.97,14,5,0,0,0,0.0,1.7,0.1,0,18,0,1,6,0.0,0,False
3675.32,16304.36,146452.0,0.23,37849.19,-0.33,0,0,0,25,25,25,25,407609.03,407609.03,15,4,0,0,0,0.0,1.47,0.1,0,18,0,1,6,0.0,0,False
2536.31,2463.29,3571.37,1.03,603.89,0.12,0,0,0,20,20,20,20,49265.79,49265.79,13,1,0,0,0,0.0,1.08,0.1,0,18,0,1,6,0.0,0,False
1596.63,4349.53,67166.0,0.37,13695.87,-0.2,0,0,0,23,23,23,23,100039.29,100039.29,13,2,0,0,0,0.0,0.69,0.1,0,18,0,1,6,0.0,0,False
2250.27,7677.37,70756.0,0.29,19581.96,-0.28,0,0,0,21,21,21,21,161224.69,161224.69,12,3,0,0,0,0.0,0.87,0.3,0,18,0,1,6,0.0,0,False
5741.42,9925.79,171696.0,0.58,32999.33,-0.13,0,0,0,26,26,26,26,258070.61,258070.61,12,2,0,0,0,0.0,2.45,0.1,0,18,0,1,6,0.0,0,False
2876.03,7273.04,109368.0,0.4,21276.51,-0.21,0,0,0,25,25,25,25,181825.92,181825.92,12,2,0,0,0,0.0,1.17,0.1,0,18,0,1,6,0.0,0,False
410.18,1339.5,11232.0,0.31,3000.15,-0.31,0,0,1,22,22,22,22,29468.97,29468.97,15,3,0,0,0,0.0,0.18,0.1,0,18,0,1,6,0.0,0,False
4545.48,21575.12,156336.0,0.21,46510.06,-0.37,0,0,1,21,21,21,21,453077.6,453077.6,14,4,0,0,0,0.0,1.86,0.1,0,18,0,1,6,0.0,0,False
1945.0,6721.34,85544.0,0.29,19091.09,-0.25,0,0,0,19,19,19,19,127705.54,127705.54,10,2,0,0,0,0.0,0.83,0.1,0,18,0,1,6,0.0,0,False
4822.16,13523.99,211552.0,0.36,42192.95,-0.21,0,0,0,24,24,24,24,324575.73,324575.73,13,2,0,0,0,0.0,2.0,0.1,0,18,0,1,6,0.0,0,False
1670.61,2168.36,3008.16,0.77,439.15,-1.13,0,0,0,18,18,18,18,39030.47,39030.47,10,1,0,0,0,0.0,0.64,0.3,0,18,0,1,6,0.0,0,False
1231.83,7077.51,53909.0,0.17,14646.35,-0.4,0,0,0,21,21,21,21,148627.72,148627.72,13,4,0,0,0,0.0,0.48,0.3,0,18,0,1,6,0.0,0,False
318.43,280.28,355.34,1.14,56.16,0.68,0,0,0,19,19,19,19,5325.34,5325.34,13,1,0,0,0,0.0,0.14,0.1,0,18,0,1,6,0.0,0,False
1419.65,2331.15,2946.94,0.61,429.3,-2.12,0,0,0,26,26,26,26,60609.99,60609.99,13,1,0,0,0,0.0,0.56,0.1,0,18,0,1,6,0.0,0,False
3562.28,2466.77,3571.37,1.44,588.82,1.86,0,0,0,21,21,21,21,51802.1,51802.1,14,1,0,0,0,0.0,1.42,0.1,0,18,0,1,6,0.0,0,False
3637.32,11385.74,125685.0,0.32,28538.31,-0.27,0,0,0,18,18,18,18,204943.29,204943.29,11,2,0,0,0,0.0,1.44,0.1,0,18,0,1,6,0.0,0,False
348.97,1299.09,11232.0,0.27,2937.57,-0.32,0,0,0,23,23,23,23,29879.15,29879.15,15,3,0,0,0,0.0,0.13,0.3,0,18,0,1,6,0.0,0,False
2320.18,8773.93,85404.0,0.26,21563.41,-0.3,0,0,0,25,25,25,25,219348.17,219348.17,12,3,0,0,0,0.0,0.95,0.1,0,18,0,1,6,0.0,0,False
2233.95,5484.24,87986.0,0.41,16831.85,-0.19,0,0,0,26,26,26,26,142590.14,142590.14,12,2,0,0,0,0.0,0.91,0.1,0,18,0,1,6,0.0,0,False
220.53,427.74,7708.0,0.52,1375.32,-0.15,0,0,0,30,30,30,30,12832.16,12832.16,14,2,0,0,0,0.0,0.09,0.1,0,18,0,1,6,0.0,0,False
5019.68,4783.64,6210.47,1.05,1050.43,0.22,0,0,0,17,17,17,17,81321.87,81321.87,11,1,0,0,0,0.0,2.07,0.1,0,18,0,1,6,0.0,0,False
1954.43,8867.82,65928.0,0.22,20186.24,-0.34,0,0,1,16,16,16,16,141885.05,141885.05,12,3,0,0,0,0.0,0.76,0.1,0,18,0,1,6,0.0,0,False
844.1,1561.53,20300.0,0.54,3749.29,-0.19,0,0,0,27,27,27,27,42161.21,42161.21,13,2,0,0,0,0.0,0.34,0.1,0,18,0,1,6,0.0,0,False
